global_episode,round,trained_side,prefix,completion,valid,attacker_reward,loss
237,1,attacker,CORRUPTED,COMPUTER HEAR FEAR MOVE HORSE,1,0.4558,-12.4557
238,1,attacker,BIG DRONE,HEAR TRUSTED SOLDIER FALL,1,0.3213,-13.3473
239,1,attacker,CHOICE,SPREAD FALL DENSE FIRE,0,1.3616,-7.3261
240,1,attacker,WEAPON,GROW HEAR SHARP CAR GROW,0,1.4948,-7.0621
241,1,attacker,POWER,GROW SPREAD HEAR TIME,0,1.1188,-8.7555
242,1,attacker,RULE,SPREAD BURN FALL BOOK,0,1.2389,-4.1612
243,1,attacker,PHONE,HEAR DENSE CLEAN POISON,1,0.3139,-13.4809
244,1,attacker,SOLDIER,BREAK OUTCAST ELDER SPREAD,0,1.2005,-8.4233
245,1,attacker,PATTERN,GROW SPREAD FAIL GROW,1,0.4914,-13.7595
246,1,attacker,REBELLIOUS,GUARD FALL MOVE ISOLATED BOOK,1,0.4081,-12.3666
247,1,attacker,PROUD,STRANGER EAT BIG WATER WANT CAT,1,0.3723,-12.1379
248,1,attacker,CHOICE,GROW UPDATE SLOW SENSOR SPREAD,0,1.3386,-7.5348
249,1,attacker,CLOCK GENERATE BORDER,FALL HEAR ISOLATED FAMOUS ELDER,1,0.3358,-16.2462
250,1,attacker,COMPUTER,FALL DULL SLOW CAMERA,0,1.2324,-8.0792
251,1,attacker,FEAR,SPREAD HEAR WOMAN SPREAD,0,1.4967,-6.1986
252,1,attacker,RULE,SPREAD MOVE SLOW SMALL DRONE FAIL,0,1.3241,-3.8043
253,1,attacker,METAL,FALL SEE HAPPY BIRD,0,1.3157,-7.8017
254,1,attacker,IDENTITY,GROW FAST CORRUPTED COMPUTER,0,1.3643,-7.3836
255,1,attacker,SIMPLE,TOOL BURN FALL HEAR AUTOMATED SIMPLE KEY BURN,0,1.5049,-7.6946
256,1,attacker,KEY,BURN BIRD FALL FALL,0,1.5849,-7.7572
257,1,attacker,SHARP,CAMERA GENERATE ROOM FALL,0,1.3070,-8.1589
258,1,attacker,WATER BURN,FALL SAD BIRD FALL,0,1.5436,-5.2231
259,1,attacker,ELDER,BURN SHARP CALM BIRD,0,1.2902,-7.9184
260,1,attacker,COMPUTER,FAIL FAIL HEAR NETWORK,1,0.5391,-13.0128
261,1,attacker,COMPUTER,UPDATE SIMPLE SIGNAL SEE ORDERED CAR,1,0.2806,-14.2101
262,1,attacker,WOOD,FALL BURN FALL MOVE VAST DUST,0,1.4505,-6.2552
263,1,attacker,NETWORK,HEAR SHARP ROBOT GROW,0,1.2856,-7.5298
264,1,attacker,BORDER,GROW SPREAD BREAK COMPLEX WEAPON,0,1.3310,-7.9285
265,1,attacker,CHILD,SEE DEAD SIMPLE LEADER,1,0.2094,-13.2078
266,1,attacker,ANGRY DOG THINK LAW,ASK CONNECTED DULL HORSE,0,1.2353,-4.8672
267,1,attacker,HEAVY,CLOCK GENERATE ALGORITHM FALL,1,0.3586,-9.0272
268,1,attacker,ORDERED CHANCE,GROW SPREAD HEAR CLEAN DULL SEED GROW,0,1.4663,-4.5099
269,1,attacker,SMALL,SEED SPREAD UPDATE COMPLEX KEY,0,1.4459,-7.4225
270,1,attacker,DENSE,ELDER FORGET LAW ASK CALM BIRD TALK,0,1.3736,-6.7989
271,1,attacker,ELDER,TALK SPREAD FAIL BUILD SHARP DENSE SEED,0,1.3132,-7.9300
272,1,attacker,RULE,GROW SPREAD SPREAD MOVE VAST BIG SEED,0,1.5215,-3.5557
273,1,attacker,CHILD MOVE DEAD DULL,LEADER FALL HEAR ORDERED DIRTY MAP,1,0.2644,-22.9969
274,1,attacker,MAP,SPREAD GROW MOVE DULL BIRD,0,1.3111,-8.6358
275,1,attacker,IDENTITY,GROW HEAR ENGINE SPREAD,0,1.2466,-8.7628
276,1,attacker,ERROR,GROW SPREAD SPREAD HEAR FAMOUS ISOLATED INSECT,0,1.5226,-4.4610
277,1,attacker,COMPUTER,UPDATE CHAOTIC CONNECTED CLOCK,0,1.2676,-9.9296
278,1,attacker,COMPUTER,BREAK WATER UPDATE VAST VAST COMPLEX CAR,0,1.4763,-8.7982
279,1,attacker,METAL,BURN MOVE POISON HEAR FAMOUS WEAPON FALL,0,1.2852,-9.1929
280,1,attacker,CHAOTIC CAMERA,HEAR FAMOUS WEAPON FALL,1,0.2755,-17.2510
281,1,attacker,ALGORITHM,FAIL GROW HEAR CALM DIRTY WOLF,0,1.3368,-7.2596
282,1,attacker,LIE,SPREAD TRUST ENCRYPTED CAR GROW,0,1.3344,-8.5929
283,1,attacker,PLAN,GROW SPREAD GROW UPDATE CAR,1,0.4395,-13.2627
284,1,attacker,STONE,BURN FALL MOVE COMPLEX KEY,0,1.2745,-10.1935
285,1,attacker,ASHAMED LEADER,SEE STRONG BOOK FALL,1,0.3141,-10.8103
286,1,attacker,ERROR,GROW SPREAD SOLDIER FAIL,0,1.2240,-5.3327
287,1,attacker,LEADER,BUILD DENSE ORDERED SENSOR FALL,1,0.3191,-13.3878
288,1,attacker,RULE,SPREAD SPREAD UPDATE SIMPLE MAP,0,1.5813,-3.4028
289,1,attacker,HEAVY KEY,BURN FALL BURN ENCRYPTED DEAD LEADER,0,1.4896,-4.6963
290,1,attacker,NETWORK,GROW SPREAD HEAR FAMOUS INSECT GROW,1,0.4921,-11.5993
291,1,attacker,FIRE,MOVE SMALL HEAVY DRONE,1,0.3019,-10.9512
292,1,attacker,RULE,SPREAD BURN SPREAD SPREAD,0,1.7614,-3.0254
293,1,attacker,ASHAMED,ELDER FALL SEE ASHAMED TRUSTED WOLF,1,0.4038,-5.8427
294,1,attacker,ENGINE,GENERATE LAW FALL LEADER BREAK CONNECTED DULL DRONE MOVE OUTCAST OBEDIENT CROWD,0,1.2967,-7.4775
295,1,attacker,SEED,MOVE SMALL HEAVY CLOCK,1,0.3012,-13.0095
296,1,attacker,REBELLIOUS,GUARD HEAR CORRUPTED CLEAN MAP,1,0.4203,-13.2607
297,1,attacker,ASHAMED,ELDER SPREAD SOLDIER BURN,0,1.4598,-3.3240
298,1,attacker,RULE,GROW BURN MOVE FAST ENCRYPTED KEY SPREAD,0,1.3426,-4.0242
299,1,attacker,LEADER,BREAK VAST CHANCE MOVE WEAK SAD CAT,0,1.3087,-8.4268
300,1,attacker,BROKEN,LEADER FALL FALL HEAR OPTIMAL GUARD HEAR PLAN,1,0.7360,-11.3225
301,1,attacker,HAPPY WOLF,ASK FAMOUS SAD CAT,0,1.1503,-7.0832
302,1,attacker,METAL,BURN FALL FALL HEAR ROBOT HEAR HAPPY TRUSTED HORSE,0,1.5630,-7.5353
303,1,attacker,WOOD,FALL INSECT MOVE ACTIVE CALM CAT,0,1.3154,-7.0291
304,1,attacker,ASHAMED,MAN FORGET COMPLEX CHANCE,1,0.4568,-6.2172
305,1,attacker,REBELLIOUS,GUARD EAT ISOLATED SLOW DOG RUN,0,1.3873,-8.7647
306,1,attacker,SENSOR,GENERATE SECRET LIE ENCODE PATTERN,1,0.3198,-12.4703
307,1,attacker,TIME,GROW SPREAD FALL HEAR SECRET SMALL CROWD,0,1.3386,-8.6558
308,1,attacker,ENGINE FALL,UPDATE CLEAN WOOD FALL,0,1.2548,-6.8374
309,1,attacker,SOLDIER,FALL HEAR PLAN MOVE SHARP STRONG KEY,1,0.3048,-13.9892
310,1,attacker,BOOK,FALL MOVE CONNECTED MOUNTAIN,0,1.3184,-8.4871
311,1,attacker,PLAN,GROW WEAK CHILD SPREAD,0,1.3289,-8.5754
312,1,attacker,RULE,SPREAD HEAR STRONG CAMERA,0,1.3231,-4.0358
313,1,attacker,DULL,SOLDIER CARRY TOOL HEAR ISOLATED BORDER,0,1.4516,-6.5348
314,1,attacker,STRANGER,CHOOSE TRAPPED TRUSTED WOLF,1,0.2977,-15.1253
315,1,attacker,POWER,SPREAD UPDATE CONNECTED SLOW CAMERA,0,1.3159,-8.5631
316,1,attacker,WOOD,BURN HEAR CAT FALL,0,1.2047,-8.0479
317,1,attacker,ASHAMED,WOMAN TRUST SIMPLE SECRET KEY BUILD WOOD,0,1.4321,-4.5103
318,1,attacker,ASHAMED WOMAN,FALL BREAK ENCRYPTED POISON EAT STONE,1,0.3113,-11.2163
319,1,attacker,LIE,SPREAD GUARD GROW GROW,0,1.6189,-7.4087
320,1,attacker,FEAR,GROW MOVE WOLF HEAR STRONG FIRE,0,1.3694,-7.8142
321,1,attacker,POISON,GROW BREAK CONNECTED CONNECTED WOOD FAIL,0,1.4891,-8.9412
322,1,attacker,CLEAN,STRANGER TALK BREAK WOOD,0,1.3809,-10.2083
323,1,attacker,STRONG,GUARD BREAK WATER MOVE SENSOR,1,0.3130,-12.1259
324,1,attacker,RULE,GROW SPREAD SPREAD UPDATE WEAK SLOW ROBOT FAIL,0,1.4707,-3.6452
325,1,attacker,RULE,GROW SPREAD HEAR ENGINE,0,1.2360,-4.3436
326,1,attacker,TIME,GROW FAIL SPREAD GENERATE COMPLEX WEAK KEY,0,1.3175,-9.7722
327,1,attacker,COMPUTER MOVE ROAD,FALL ROBOT UPDATE ORDERED ASHAMED LEADER SEE OPTIMAL REBELLIOUS SOLDIER,0,1.2772,-7.5201
328,1,attacker,ANGRY,WOLF SEE CHAOTIC DIRTY PRISON TALK,0,1.3750,-5.6794
329,1,attacker,RULE,GROW UPDATE SLOW FIRE,0,1.3436,-4.1934
330,1,attacker,ELDER,TALK HEAR AUTOMATED POWER,1,0.3051,-13.4948
331,1,attacker,DULL,NETWORK GROW HEAR CHAOTIC STRONG PHONE,0,1.4329,-6.7841
332,1,attacker,RULE,GROW SPREAD HEAR FAMOUS INSECT SPREAD,0,1.4982,-3.8521
333,1,attacker,FAST,MAN BURN MOVE SHARP BROKEN GUARD,1,0.3484,-12.2927
334,1,attacker,RULE,GROW FAIL UPDATE SENSOR SPREAD,0,1.2220,-4.6640
335,1,attacker,DENSE COMPUTER BREAK,SIMPLE SENSOR SEE WOOD,1,0.2543,-20.0956
336,1,attacker,TRUTH,GROW SPREAD GROW MOVE SECRET STRONG BIRD,0,1.5213,-5.6678
337,1,attacker,POISON,FAIL GENERATE CORRUPTED SYSTEM,0,1.3467,-10.2105
338,1,attacker,CORRUPTED,COMPUTER HEAR OBEDIENT CHILD,1,0.4678,-13.8296
339,1,attacker,SECRET RULE,FAIL GROW SPREAD SPREAD,1,0.6741,-9.7563
340,1,attacker,SIMPLE ERROR,SPREAD BURN GROW SPREAD,0,1.6112,-3.3159
341,1,attacker,ASHAMED,WOLF HEAR ENCRYPTED TRUTH,1,0.4675,-7.8447
342,1,attacker,HEAVY,CLOCK FALL SEE METAL,1,0.3050,-7.7392
343,1,attacker,ANGRY,DOG BREAK FOOD FORGET SIMPLE MEMORY MOVE CORRUPTED CLEAN DUST RUN,0,1.3773,-5.4834
344,1,attacker,ANGRY,SOLDIER FALL SEE AUTOMATED KEY,1,0.3957,-8.7743
345,1,attacker,CROWD,MOVE SEED RUN BURN,1,0.2262,-14.9124
346,1,attacker,CONNECTED,CLOCK FALL MOVE BROKEN ROBOT,1,0.3678,-12.2556
347,1,attacker,CALM,WOMAN TALK MOVE STRONG FIRE,1,0.3561,-8.3760
348,1,attacker,LANGUAGE,SPREAD SLOW CAR GROW,0,1.3320,-7.5026
349,1,attacker,CORRUPTED,NETWORK HEAR ORDERED DIRTY KEY,1,0.4341,-13.4834
350,1,attacker,LAW,GROW SPREAD HEAR WEAK FIRE,0,1.3350,-7.2900
351,1,attacker,BIG,HORSE EAT BIG FOOD,0,1.2091,-5.3201
352,1,attacker,BORDER,SPREAD GROW GROW BUILD SECRET KEY,0,1.5514,-6.4525
353,1,attacker,LANGUAGE,SPREAD MOVE STRONG CHAOTIC CLOCK,0,1.3558,-7.7823
354,1,attacker,ALGORITHM,GROW UPDATE PATTERN UPDATE ISOLATED BOOK,0,1.4727,-5.7085
355,1,attacker,SMALL SENSOR,FAIL UPDATE CHAOTIC CALM KEY ENCODE SLOW PLAN,0,1.2908,-6.3922
356,1,attacker,ERROR,GROW MOVE DORMANT FAST FIRE,0,1.3691,-4.0564
357,1,attacker,SMALL CHILD,SEE ALGORITHM HEAR FAST ELDER FOLLOW STRONG DENSE CLOCK MOVE SECRET POISON,0,1.2758,-7.0917
358,1,attacker,MEMORY,GROW HEAR ENCRYPTED BROKEN SOLDIER,0,1.3517,-8.0456
359,1,attacker,REBELLIOUS GUARD,BURN HEAVY PHONE FALL,0,1.3393,-7.1574
360,1,attacker,FEAR,GROW HEAR DEBT SPREAD,0,1.1845,-9.0536
361,1,attacker,CONNECTED,WOLF BURN BREAK DEAD SMALL WOMAN SEE ASHAMED MAN,0,1.3868,-8.3426
362,1,attacker,BIG,SENSOR HEAR DORMANT DRONE,1,0.3306,-8.8740
363,1,attacker,HAPPY,CHILD CHOOSE FAMOUS INSECT,1,0.2809,-11.2817
364,1,attacker,ERROR,GROW HEAR CHAOTIC CLEAN BOOK,0,1.3689,-4.0764
365,1,attacker,ASHAMED,LEADER MOVE CHAOTIC COMPUTER,1,0.4226,-8.2902
366,1,attacker,ANGRY,SOLDIER BURN HEAR CHAOTIC DULL COMPUTER FALL,1,0.3669,-9.4219
367,1,attacker,BIG,LAW GROW FALL FALL,0,1.6914,-4.3053
368,1,attacker,DULL,DRONE FALL OPTIMAL DORMANT CLOCK,0,1.4981,-6.3636
369,1,attacker,CROWD,GROW FALL BURN FALL,1,0.5050,-14.2851
370,1,attacker,ASHAMED,WOMAN BREAK CHAOTIC KEY,0,1.4098,-5.3027
371,1,attacker,SHARP,DOG FORGET DULL TOOL,1,0.2925,-12.8359
372,1,attacker,OPTIMAL,PATTERN FAIL FAIL UPDATE DULL CLOCK,1,0.5274,-10.3101
373,1,attacker,SIGNAL,GROW CHANCE SPREAD FALL,0,1.1958,-7.7243
374,1,attacker,ERROR,FAIL BURN FALL FAIL,0,1.4906,-3.6851
375,1,attacker,DULL,SEED SPREAD COMPLEX VAST INSECT,0,1.4890,-6.6576
376,1,attacker,HAPPY,CAT FALL DENSE DRONE,0,1.3794,-7.2375
377,1,attacker,BORDER,GROW UPDATE SMALL TRAPPED CAT,0,1.3374,-8.2448
378,1,attacker,SENSOR,FAIL UPDATE CORRUPTED WEAK COMPUTER,1,0.2106,-13.6663
379,1,attacker,HEAVY,CLOCK MOVE OBEDIENT CAT FAIL,0,1.3291,-4.5389
380,1,attacker,LANGUAGE,GROW SPREAD HEAR TRAPPED SAD CAT,0,1.3496,-8.6083
381,1,attacker,OPTIMAL RULE,SPREAD HEAR SECRET CROWD,0,1.3244,-4.4136
382,1,attacker,TRUTH,GROW HEAR ASHAMED BIG MAN,0,1.3808,-6.5402
383,1,attacker,BIG,WOLF BUILD OBEDIENT CAT,1,0.3274,-9.9363
384,1,attacker,GUARD,BUILD DIRTY MAP MOVE FAST FIRE,1,0.3023,-14.4564
385,1,attacker,PLAN,UPDATE NETWORK SPREAD BURN,0,1.2099,-9.4792
386,1,attacker,TRUTH,SPREAD HEAR REBELLIOUS GUARD,0,1.3504,-6.6261
387,1,attacker,ERROR,GROW HEAR OUTCAST ELDER,0,1.3611,-4.2021
388,1,attacker,TRAPPED,CROWD FALL CAT MOVE AUTOMATED CAR SPREAD,0,1.4445,-8.3223
389,1,attacker,HEAVY,CAR COMPUTE ENCRYPTED SLOW PLAN,0,1.3745,-4.5951
390,1,attacker,ASHAMED,ELDER BREAK CHAOTIC MAP,1,0.4188,-9.5265
391,1,attacker,FAMOUS,WEAPON BURN HEAR WEAK COMPUTER,0,1.3721,-7.2966
392,1,attacker,BIG POISON,BURN UPDATE DULL CAMERA MOVE INSECT,0,1.3052,-7.0568
393,1,attacker,LAW,GROW GROW BURN FALL,0,1.6445,-6.9699
394,1,attacker,CAMERA,UPDATE ORDERED KEY SEE CHAOTIC PHONE ENCODE BORDER ENCODE COMPLEX ENCRYPTED PATTERN,0,1.3682,-8.9357
395,1,attacker,FAST,CROWD BREAK SENSOR BETRAY HEAVY CROWD MOVE TRAPPED BIRD SEE DEAD CALM ELDER,0,1.4324,-7.9250
396,1,attacker,NETWORK,HEAR ORDERED BOOK SPREAD,1,0.3024,-11.3492
397,1,attacker,CALM,CHILD MOVE COMPUTER SEE HAPPY WOLF,1,0.2731,-9.0091
398,1,attacker,TRAPPED ELDER,GROW FALL MOVE SENSOR,1,0.3272,-15.7736
399,1,attacker,DIRTY,KEY SPREAD HEAR CHAOTIC DENSE SENSOR MOVE CORRUPTED MAP FALL,0,1.4159,-7.9946
400,1,attacker,COMPLEX,WEAPON FAIL FALL FAIL,1,0.5875,-12.3438
401,1,attacker,POWER,GROW SPREAD SPREAD UPDATE CLOCK,0,1.4993,-7.4618
402,1,attacker,LIE,GROW SPREAD SPREAD BURN,0,1.6061,-7.7169
403,1,attacker,HEAVY,DRONE BREAK OUTCAST ELDER,0,1.3242,-4.8972
404,1,attacker,FIRE,SPREAD SEE CONNECTED DUST,0,1.2891,-6.6205
405,1,attacker,HORSE,BREAK MAP SEE STONE,1,0.2072,-13.0421
406,1,attacker,SLOW,COMPUTER ENCODE DEBT UPDATE MEMORY FAIL,0,1.4758,-7.5394
407,1,attacker,INSECT,HEAR DEAD LEADER GROW,1,0.2711,-13.5842
408,1,attacker,DORMANT,CROWD MOVE HEAVY COMPUTER HEAR CLOCK,0,1.4479,-5.4028
409,1,attacker,RULE,SPREAD FALL ORDERED METAL GROW,0,1.3463,-4.1933
410,1,attacker,NETWORK SPREAD,HEAR ISOLATED ELDER GROW,1,0.3374,-15.8117
411,1,attacker,TRUSTED,INSECT SPREAD SMALL CHAOTIC CLOCK,0,1.3433,-7.3252
412,1,attacker,CONNECTED MAP,SPREAD SPREAD ACTIVE BIRD,0,1.6718,-3.7101
413,1,attacker,RULE,SPREAD UPDATE DORMANT DRONE GROW,0,1.3225,-4.3983
414,1,attacker,SAD,GUARD SPREAD BUILD SECRET HOME,0,1.4288,-8.1134
415,1,attacker,NETWORK HEAR,TRUSTED BIRD HEAR SECRET BOOK,1,0.2086,-18.5184
416,1,attacker,BIRD,FALL ATTACK DENSE SAD LEADER,0,1.2679,-9.1336
417,1,attacker,FAMOUS,MAP BURN LEADER MOVE ENCRYPTED CAMERA,0,1.3317,-8.2354
418,1,attacker,WOMAN,FALL HEAR ISOLATED ELDER HEAR DORMANT CAMERA CARRY SAD OBEDIENT BIRD,0,1.3720,-8.2477
419,1,attacker,PHONE,FALL SPREAD GROW SEE DUST,0,1.2178,-10.2217
420,1,attacker,HEAVY,ROBOT FALL BUILD CALM WEAK CHILD,1,0.3285,-8.2032
421,1,attacker,SAD,WOLF FALL BREAK SMALL SIMPLE CAR,0,1.4275,-8.2718
422,1,attacker,DENSE,SENSOR MOVE ENGINE FALL,1,0.3436,-11.2177
423,1,attacker,LANGUAGE,SPREAD MOVE TRAPPED DIRTY BIRD,0,1.3547,-8.6998
424,1,attacker,DULL,WOLF TALK SPREAD BREAK WOOD WANT AUTOMATED KEY,0,1.4750,-7.2242
425,1,attacker,CHANCE,FAIL GROW FAIL SPREAD,0,1.4947,-5.8352
426,1,attacker,ERROR,GROW OPTIMAL CAR SPREAD,0,1.3277,-4.3655
427,1,attacker,FAST CAT,FALL CONNECTED DEAD LEADER BURN,0,1.2654,-8.5769
428,1,attacker,DRONE,HEAR ISOLATED ASHAMED LEADER,0,1.3112,-8.7438
429,1,attacker,BIG SOLDIER,BURN BURN SEE SMALL CAT,1,0.5168,-14.2256
430,1,attacker,SENSOR,FALL MOVE COMPUTER FAIL,1,0.1014,-14.7271
431,1,attacker,RULE,SPREAD MOVE CHAOTIC MAP,0,1.3428,-4.2301
432,1,attacker,ELDER,RUN TALK HEAR CHAOTIC NETWORK,0,1.3043,-8.7004
433,1,attacker,OBEDIENT,SOLDIER BURN MOVE CHAOTIC CAMERA HEAR COMPLEX OUTCAST ELDER,1,0.3949,-11.1265
434,1,attacker,OBEDIENT,STRANGER TALK SPREAD BUILD ROOM MOVE DORMANT CONNECTED ENGINE,0,1.3600,-7.0937
435,1,attacker,LEADER,BUILD WOOD HEAR SLOW SAD SOLDIER,1,0.2661,-15.0369
436,1,attacker,ANGRY,GUARD FALL MOVE ISOLATED BOOK,1,0.3568,-9.2008
437,1,attacker,SENSOR,FAIL FALL FALL SEE COMPUTER,1,0.3774,-13.1609
438,1,attacker,TOOL,GROW SPREAD HEAR BROKEN SOLDIER,0,1.3154,-9.3248
439,1,attacker,DEAD,ELDER BURN SPREAD DEAD CALM WOMAN,0,1.3917,-6.4344
440,1,attacker,ENGINE,MOVE ACTIVE BIRD UPDATE WEAK DRONE,0,1.2892,-7.7111
441,1,attacker,RULE,GROW SPREAD MOVE BROKEN COMPUTER,0,1.3338,-4.1178
442,1,attacker,SHARP CAMERA,FALL BIRD SEE SECRET DENSE KEY,0,1.2965,-7.2101
443,1,attacker,DEAD,LEADER MOVE AUTOMATED KEY BREAK BIG VAST WEAPON,0,1.4506,-6.4903
444,1,attacker,DORMANT,SOLDIER FALL FALL FAST DEAD WOMAN MOVE SAD CAT,0,1.5308,-5.3184
445,1,attacker,ENGINE,FALL BURN SEE SHARP POISON,0,1.3054,-8.2998
446,1,attacker,HEAVY,CLOCK SEE SIMPLE HORSE,0,1.3102,-5.2387
447,1,attacker,KEY,SPREAD FALL MOVE OUTCAST DIRTY ELDER,0,1.3146,-10.5433
448,1,attacker,ORDERED BOOK,BURN GROW MOVE FOOD MOVE ROAD,0,1.4940,-6.1035
449,1,attacker,RULE,GROW BURN FAIL HEAR CLEAN CHAOTIC BOOK,0,1.3413,-4.4752
450,1,attacker,ERROR,SPREAD BREAK SIMPLE WEAK CAR FAIL,0,1.3306,-4.4022
451,1,attacker,ERROR,GROW SEE ASHAMED ISOLATED CROWD,0,1.3648,-4.3216
452,1,attacker,TIME,SPREAD ATTACK SIMPLE SENSOR FAIL,0,1.3259,-10.3922
453,1,attacker,ERROR,GROW UPDATE SIGNAL GROW,0,1.3897,-4.3427
454,1,attacker,ENGINE,UPDATE CONNECTED CHAOTIC CLOCK FAIL,0,1.2219,-9.5168
455,1,attacker,NETWORK,GROW SPREAD MOVE ASHAMED VAST LEADER,0,1.3212,-8.2123
456,1,attacker,TRUSTED,TOOL BURN HEAR ENCRYPTED KEY,0,1.3509,-8.5918
457,1,attacker,RULE,SPREAD UPDATE TRAPPED ENCRYPTED SOLDIER,0,1.3177,-4.8947
458,1,attacker,DORMANT GUARD,SEE HEAVY BIRD BURN,1,0.2709,-16.1403
459,1,attacker,CROWD,EAT SHARP STONE ATTACK DIRTY AUTOMATED KEY WANT WEAK HORSE CARRY SIMPLE MAP ATTACK CLEAN FOREST RUN,0,1.3630,-10.4383
460,1,attacker,RULE,GROW SPREAD HEAR DEAD LEADER,0,1.3338,-4.6189
461,1,attacker,RULE,GROW FALL HEAR LANGUAGE,0,1.1924,-4.9713
462,1,attacker,ASHAMED,WOMAN MOVE CAR KNOW WEAPON CARRY HEAVY BROKEN COMPUTER,0,1.4436,-4.9335
463,1,attacker,ERROR,GROW FIRE FAIL UPDATE CORRUPTED CONNECTED NETWORK,0,1.3174,-4.9785
464,1,attacker,TRUTH,SPREAD MOVE SECRET ISOLATED MAN,0,1.3739,-7.6687
465,1,attacker,WOMAN,ASK BIG SAD ELDER,1,0.2022,-15.0324
466,1,attacker,CAT,FOLLOW HEAVY SIMPLE CLOCK,0,1.3061,-10.6076
467,1,attacker,CHANCE,SPREAD GROW GROW SEE ISOLATED MAP,0,1.5672,-5.9803
468,1,attacker,CALM WOMAN,HEAR IDENTITY ASK STRONG BIG BIRD,1,0.2618,-14.2161
469,1,attacker,HORSE,EAT WEAPON BURN CARRY STONE,0,1.2042,-9.0688
470,1,attacker,HAPPY,DOG ASK SAD FREE WOMAN,1,0.3055,-11.8003
471,1,attacker,OBEDIENT,SOLDIER HEAR DIRTY ACTIVE SEED,0,1.3800,-7.9602
472,1,attacker,FAMOUS,POISON BURN BURN MOVE ENCRYPTED MAP,0,1.5763,-7.5225
473,1,attacker,INSECT,HEAR AUTOMATED CHILD SPREAD,0,1.2710,-9.7292
474,1,attacker,DORMANT,DRONE FALL FALL FAIL,1,0.8118,-8.3279
475,1,attacker,PHONE,FALL SEE WEAK BIRD,1,0.3314,-16.1750
476,1,attacker,ERROR,GROW ISOLATED SHARP BOOK,0,1.3423,-4.7434
477,1,attacker,RULE,SPREAD GROW REBELLIOUS GUARD,0,1.3511,-4.7152
478,1,attacker,CAR,FALL BROKEN OPTIMAL CAR SEE STRONG HAPPY SOLDIER,0,1.2531,-8.0165
479,1,attacker,ANGRY,DOG FALL MOVE ROOM,1,0.4106,-9.2115
480,1,attacker,CONNECTED,WOMAN BUILD BIG OBEDIENT CAT,1,0.3567,-14.3020
481,1,attacker,ERROR,SPREAD CARRY WEAK WEAK STRANGER,0,1.6434,-3.8504
482,1,attacker,DIRTY,GUARD BUILD TRUSTED POISON,1,0.4586,-13.3592
483,1,attacker,SAD,ELDER HEAR CHAOTIC ROBOT,1,0.4374,-13.9499
484,1,attacker,STRONG,CHILD CARRY COMPLEX COMPLEX CAR,0,1.5613,-6.3658
485,1,attacker,HEAVY,SEED MOVE DRONE BURN,1,0.3126,-8.2020
486,1,attacker,HAPPY DOG,CARRY CORRUPTED NETWORK EAT ISOLATED FOREST ASK TRUSTED DIRTY WOLF,0,1.2592,-6.3083
487,1,attacker,CALM WOMAN,WARN DIRTY MAP GROW,0,1.3085,-5.2824
488,1,attacker,ALGORITHM,SPREAD SHARP DENSE NETWORK GROW,0,1.3013,-6.1664
489,1,attacker,DULL,CAMERA HEAR CALM DOG,1,0.4740,-11.9734
490,1,attacker,BIG,SOLDIER BURN FALL SEE SMALL VAST POISON,1,0.2424,-9.6066
491,1,attacker,HORSE,ATTACK ASHAMED ACTIVE WOLF,1,0.2101,-13.5710
492,1,attacker,HEAVY,BIRD FORGET ORDERED WEAPON,1,0.3239,-8.2061
493,1,attacker,FIRE,SPREAD MOVE CAR SEE MOUNTAIN,0,1.2052,-6.0594
494,1,attacker,CALM HORSE,MOVE AUTOMATED WEAK CLOCK,0,1.3105,-4.4393
495,1,attacker,ENGINE,FALL MOVE DORMANT ACTIVE DOG,1,0.3173,-13.3427
496,1,attacker,CALM,STRANGER TALK SPREAD KNOW WEAK ACTIVE DOG,1,0.3668,-6.5063
497,1,attacker,METAL,FALL CORRUPTED SHARP COMPUTER,0,1.3111,-8.4145
498,1,attacker,CLOCK ENCODE,ISOLATED SIGNAL MOVE SHARP DIRTY KEY,0,1.2933,-6.2146
499,1,attacker,CHANCE,SPREAD FAIL FORGET SLOW DENSE COMPLEX CAMERA,0,1.3207,-6.0669
500,1,attacker,ASHAMED,ELDER GENERATE IDENTITY BUILD CORRUPTED CITY MOVE GUARD,0,1.4338,-4.0714
501,1,attacker,ACTIVE,PLAN UPDATE CONNECTED DULL SENSOR,1,0.3215,-13.4216
502,1,attacker,ASHAMED,WOLF MOVE WATER HEAR INSECT EAT SMALL SMALL SIMPLE CAR,0,1.5431,-3.7779
503,1,attacker,CAMERA,FALL BURN MOVE CORRUPTED WEAK COMPUTER,0,1.2218,-9.3572
504,1,attacker,COMPLEX,SOLDIER GENERATE LIE FALL,1,0.3355,-13.6901
505,1,attacker,ALGORITHM,FAIL COMPUTE SECRET SMALL KEY GROW,0,1.3059,-6.0061
506,1,attacker,ORDERED,ENGINE SEE ASHAMED MAN,1,0.3719,-11.6914
507,1,attacker,SHARP,KEY BURN FALL GUARD MOVE KEY,0,1.4980,-7.1850
508,1,attacker,FIRE,MOVE HEAVY CAR MOVE ENCRYPTED CORRUPTED COMPUTER,0,1.4575,-5.6813
509,1,attacker,DOG,KNOW WEAPON BURN SEE STRANGER,1,0.1923,-12.4563
