episode,source,prefix,completion,valid,attacker_reward,defender_reward,loss,baseline
288,random,AUTOMATED TRUTH SPREAD SPREAD SPREAD GROW,SPREAD,1,0.2511,-0.2511,0.0399,-0.3712
289,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0062,-0.3696
290,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0058,-0.3680
291,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0055,-0.3665
292,random,TRUSTED CHANCE GROW SPREAD GROW SPREAD,SPREAD,1,0.2550,-0.2550,0.0279,-0.3610
293,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0042,-0.3598
294,random,COMPUTER UPDATE CHAOTIC COMPLEX CAMERA GENERATE,LIE,1,0.3515,-0.3515,0.0394,-0.3594
295,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0038,-0.3584
296,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0036,-0.3573
297,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0034,-0.3564
298,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0033,-0.3555
299,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0031,-0.3546
300,random,CLEAN HORSE,SPREAD,0,1.3375,-1.3375,-1.0945,-0.4038
301,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0116,-0.4005
302,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0110,-0.3974
303,attacker,FAMOUS,INSECT HELP MAN,0,1.3424,-1.3424,-10.7063,-0.4446
304,random,CAR FALL,SPREAD,0,1.2469,-1.2469,-0.4151,-0.4848
305,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0255,-0.4774
306,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0241,-0.4705
307,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.1824,-0.4661
308,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0219,-0.4598
309,random,DRONE,GENERATE FAMOUS INSECT FAIL,0,1.3192,-1.3192,-9.6642,-0.5027
310,random,MEMORY GROW SPREAD SPREAD,SPREAD,1,0.1521,-0.1521,0.0963,-0.4852
311,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.2131,-0.4801
312,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0240,-0.4730
313,random,SAD WOMAN BREAK OPTIMAL,SIMPLE KEY,1,0.2753,-0.2753,1.0977,-0.4632
314,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0211,-0.4569
315,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0200,-0.4510
316,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0189,-0.4453
317,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0179,-0.4400
318,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0169,-0.4349
319,random,BROKEN ROBOT SEE SENSOR UPDATE CORRUPTED,ROBOT,0,1.2384,-1.2384,-3.6102,-0.4751
320,random,BIG,GUARD BURN,1,0.3137,-0.3137,1.0660,-0.4670
321,random,SENSOR UPDATE SIMPLE SECRET SIGNAL COMPUTE,SIMPLE SYSTEM,1,0.2297,-0.2297,1.1226,-0.4551
322,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0189,-0.4493
323,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0179,-0.4438
324,random,CROWD,ATTACK COMPLEX GUARD,1,0.2084,-0.2084,2.4172,-0.4320
325,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0149,-0.4273
326,random,ALGORITHM FAIL SPREAD SPREAD FAIL GROW,SPREAD,1,0.1732,-0.1732,0.0751,-0.4146
327,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0119,-0.4108
328,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0113,-0.4072
329,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0106,-0.4037
330,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0100,-0.4004
331,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0094,-0.3973
332,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0089,-0.3944
333,attacker,FAMOUS,IDENTITY SPREAD,0,1.3175,-1.3175,-10.2192,-0.4405
334,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0152,-0.4354
335,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0143,-0.4306
336,attacker,FAMOUS,WEAPON SPREAD,1,0.3423,-0.3423,0.5106,-0.4261
337,random,FIRE BURN GROW BURN SPREAD BURN,GROW,1,0.1635,-0.1635,0.4244,-0.4130
338,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0108,-0.4093
339,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0102,-0.4057
340,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0097,-0.4024
341,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0092,-0.3992
342,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0087,-0.3961
343,random,POWER GROW SPREAD GROW SPREAD GROW,SPREAD,1,0.1595,-0.1595,0.0551,-0.3843
344,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0065,-0.3820
345,random,SOLDIER BREAK,CHAOTIC ISOLATED MARKET,0,1.3183,-1.3183,-10.7803,-0.4288
346,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0127,-0.4243
347,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0120,-0.4200
348,random,REBELLIOUS,SOLDIER BURN,1,0.4125,-0.4125,0.0254,-0.4196
349,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0113,-0.4155
350,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0107,-0.4117
351,random,COMPUTER,FALL,1,0.2537,-0.2537,0.1734,-0.4038
352,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0089,-0.4005
353,random,SECRET IDENTITY SPREAD GROW,SPREAD,1,0.2556,-0.2556,0.0447,-0.3932
354,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.0217,-0.3928
355,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0073,-0.3901
356,random,WOLF FORGET CHOICE WANT,ASHAMED ELDER,1,0.2854,-0.2854,0.5011,-0.3848
357,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0062,-0.3825
358,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0059,-0.3803
359,random,MEMORY,SPREAD,1,0.2046,-0.2046,0.0489,-0.3715
360,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.0296,-0.3721
361,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0044,-0.3704
362,random,ENGINE ENCODE SYSTEM UPDATE SLOW WEAK,SENSOR,0,1.2925,-1.2925,-2.2545,-0.4165
363,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0102,-0.4126
364,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0096,-0.4089
365,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0091,-0.4054
366,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0086,-0.4020
367,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0081,-0.3988
368,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0077,-0.3958
369,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0072,-0.3929
370,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0068,-0.3902
371,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0065,-0.3876
372,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0061,-0.3851
373,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.0028,-0.3851
374,attacker,FAMOUS,WEAPON GROW,1,0.3854,-0.3854,-0.0024,-0.3851
375,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.0027,-0.3850
376,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0057,-0.3827
377,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0054,-0.3805
378,random,ENCRYPTED TRUTH,GROW,1,0.3572,-0.3572,0.0362,-0.3793
379,random,CAR SEE COMPUTER SEE DIRTY BIG,SOLDIER,1,0.3064,-0.3064,0.1422,-0.3757
380,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0045,-0.3738
381,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0042,-0.3720
382,random,SHARP,PHONE MOVE CORRUPTED SHARP COMPUTER,1,0.2606,-0.2606,1.8249,-0.3665
383,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0033,-0.3650
384,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0032,-0.3637
385,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0030,-0.3624
386,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0028,-0.3612
387,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0027,-0.3601
388,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0025,-0.3590
389,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0024,-0.3580
390,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.0650,-0.3593
391,random,MAP,SPREAD,1,0.2120,-0.2120,0.0608,-0.3519
392,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3512
393,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3506
394,random,STRANGER MOVE,INSECT,1,0.1832,-0.1832,0.8779,-0.3422
395,random,DENSE DRONE SEE SECRET OPTIMAL KEY,FALL,1,0.3255,-0.3255,0.0183,-0.3414
396,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3412
397,random,VAST SYSTEM,SPREAD,1,0.3032,-0.3032,0.0085,-0.3393
398,random,MAP,GROW,1,0.2145,-0.2145,0.1690,-0.3331
399,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0006,-0.3333
400,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0006,-0.3336
401,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3338
402,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3340
403,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3342
404,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.1264,-0.3367
405,random,BIRD FORGET WEAK,MAN,1,0.2775,-0.2775,0.2781,-0.3338
406,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3340
407,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3342
408,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3344
409,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.1273,-0.3369
410,random,POWER SPREAD,SPREAD,1,0.1045,-0.1045,0.0423,-0.3253
411,random,ANGRY WOLF,FALL,1,0.3390,-0.3390,-0.0160,-0.3260
412,random,LAW GROW,SPREAD,1,0.2020,-0.2020,0.0236,-0.3198
413,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0020,-0.3207
414,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0019,-0.3216
415,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0018,-0.3224
416,random,TIME SPREAD,SPREAD,1,0.1004,-0.1004,0.0394,-0.3113
417,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0029,-0.3127
418,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0028,-0.3139
419,random,CAMERA,FAIL,1,0.2374,-0.2374,0.1083,-0.3101
420,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0030,-0.3115
421,random,CALM CHILD,SPREAD,1,0.3252,-0.3252,-0.0246,-0.3122
422,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0028,-0.3135
423,random,SOLDIER MOVE GUARD,SPREAD,1,0.2435,-0.2435,0.1343,-0.3100
424,random,IDENTITY GROW SPREAD SPREAD GROW GROW,SPREAD,1,0.1583,-0.1583,0.0247,-0.3024
425,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0038,-0.3042
426,random,PLAN SPREAD GROW,SPREAD,1,0.1555,-0.1555,0.0298,-0.2968
427,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0045,-0.2989
428,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0042,-0.3008
429,attacker,FAMOUS,INSECT,0,1.2622,-1.2622,-5.5061,-0.3489
430,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3484
431,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3479
432,random,DULL CROWD,GROW,0,1.3454,-1.3454,-2.8952,-0.3977
433,random,LAW SPREAD SPREAD SPREAD,SPREAD,1,0.1004,-0.1004,0.0435,-0.3829
434,attacker,DIRTY,WOLF BURN,1,0.4381,-0.4381,-0.2151,-0.3856
435,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0051,-0.3833
436,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0049,-0.3810
437,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0046,-0.3789
438,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0044,-0.3768
439,random,METAL BURN BURN FALL BURN BURN,SPREAD,0,1.2661,-1.2661,-0.4278,-0.4213
440,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0090,-0.4172
441,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0085,-0.4132
442,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0080,-0.4095
443,random,DULL,ROBOT UPDATE ORDERED DORMANT PLAN,0,1.4777,-1.4777,-11.7322,-0.4629
444,random,IDENTITY GROW SPREAD SPREAD SPREAD GROW,SPREAD,1,0.1532,-0.1532,0.0441,-0.4474
445,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0115,-0.4419
446,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.1560,-0.4390
447,attacker,DIRTY,SOLDIER SPREAD,1,0.4772,-0.4772,-0.1994,-0.4409
448,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0107,-0.4358
449,random,PLAN GROW UPDATE,SECRET SLOW CAR,0,1.3383,-1.3383,-10.4465,-0.4809
450,random,CONNECTED WOMAN BETRAY SLOW,ELDER,1,0.2029,-0.2029,0.3665,-0.4670
451,random,TIME FAIL GROW SPREAD GROW,SPREAD,1,0.1713,-0.1713,0.0450,-0.4523
452,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0119,-0.4466
453,random,ALGORITHM FAIL FAIL,SPREAD,1,0.1978,-0.1978,0.0472,-0.4341
454,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.1345,-0.4316
455,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0098,-0.4269
456,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0093,-0.4225
457,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0089,-0.4183
458,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0084,-0.4143
459,random,LANGUAGE GROW,GROW,1,0.1302,-0.1302,0.6535,-0.4001
460,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0065,-0.3970
461,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0062,-0.3941
462,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0058,-0.3913
463,random,LANGUAGE SPREAD SPREAD SPREAD SPREAD,SPREAD,1,0.1002,-0.1002,0.0376,-0.3767
464,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.0193,-0.3771
465,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0040,-0.3751
466,random,CORRUPTED COMPUTER MOVE CHILD SEE,BIRD,1,0.2897,-0.2897,0.4473,-0.3709
467,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0034,-0.3692
468,attacker,FAMOUS,FIRE SPREAD,0,1.3537,-1.3537,-8.1810,-0.4185
469,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0082,-0.4145
470,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0078,-0.4106
471,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0074,-0.4070
472,random,IDENTITY,SPREAD,1,0.2161,-0.2161,0.0230,-0.3975
473,random,SHARP DRONE COMPUTE,DORMANT LANGUAGE,0,1.3652,-1.3652,-7.4859,-0.4459
474,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0108,-0.4405
475,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0102,-0.4354
476,random,BORDER SPREAD,SPREAD,1,0.1003,-0.1003,0.0419,-0.4186
477,attacker,DIRTY,GUARD FORGET DULL TRUSTED INSECT,1,0.4106,-0.4106,0.1099,-0.4182
478,random,SENSOR MOVE SMALL CLOCK SEE,ORDERED MAN GENERATE SECRET TIME COMPUTE CHAOTIC ENCRYPTED FAMOUS INSECT,0,1.3179,-1.3179,-33.0455,-0.4632
479,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0121,-0.4570
480,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0115,-0.4510
481,random,ELDER BURN,SPREAD,0,1.2378,-1.2378,-1.0249,-0.4904
482,random,ACTIVE,SEED FALL,1,0.3771,-0.3771,0.5376,-0.4847
483,random,TIME GROW SPREAD SPREAD FAIL SPREAD,SPREAD,1,0.1628,-0.1628,0.0396,-0.4686
484,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0122,-0.4621
485,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0115,-0.4559
486,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0108,-0.4500
487,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0102,-0.4444
488,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0096,-0.4391
489,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0091,-0.4341
490,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0085,-0.4293
491,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0081,-0.4247
492,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0076,-0.4204
493,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0072,-0.4163
494,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0067,-0.4124
495,random,WATER FALL BURN,BURN,1,0.1345,-0.1345,0.4453,-0.3985
496,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0051,-0.3955
497,attacker,FAMOUS,GUARD BUILD DORMANT GUARD,0,1.3634,-1.3634,-17.6124,-0.4439
498,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0089,-0.4386
499,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0084,-0.4336
500,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0079,-0.4288
501,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0075,-0.4243
502,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0071,-0.4200
503,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0067,-0.4159
504,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0063,-0.4120
505,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0060,-0.4083
506,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0056,-0.4048
507,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0053,-0.4015
508,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0050,-0.3984
509,random,FAST IDENTITY SPREAD GROW GROW,SPREAD,1,0.2593,-0.2593,0.0272,-0.3914
510,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0042,-0.3887
511,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0040,-0.3862
512,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0038,-0.3838
513,attacker,FAMOUS,WEAPON FALL,1,0.3838,-0.3838,0.0004,-0.3838
514,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0036,-0.3815
515,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0034,-0.3794
516,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0032,-0.3773
517,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0030,-0.3754
518,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0029,-0.3735
519,random,RULE GROW SPREAD,GROW,1,0.1783,-0.1783,0.5037,-0.3638
520,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0020,-0.3625
521,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0019,-0.3613
522,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0018,-0.3601
523,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0017,-0.3590
524,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3580
525,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3570
526,random,ELDER TALK,SPREAD,0,1.2363,-1.2363,-0.7862,-0.4010
527,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0048,-0.3978
528,random,ROBOT HEAR DORMANT OPTIMAL CAMERA,SEE SLOW COMPUTER,1,0.1353,-0.1353,2.5635,-0.3847
529,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0035,-0.3824
530,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0033,-0.3802
531,random,AUTOMATED,CROWD BREAK HEAVY DEAD LEADER,0,1.3738,-1.3738,-17.7322,-0.4299
532,random,CHANCE GROW GROW,SPREAD,1,0.2322,-0.2322,0.0258,-0.4200
533,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0062,-0.4159
534,random,CHANCE GROW GROW GROW,GROW,1,0.1006,-0.1006,0.7762,-0.4001
535,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0047,-0.3970
536,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0044,-0.3941
537,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0042,-0.3913
538,random,STONE,FALL,1,0.2000,-0.2000,0.1614,-0.3817
539,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0033,-0.3796
540,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0031,-0.3775
541,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0029,-0.3755
542,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0028,-0.3737
543,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.0304,-0.3742
544,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0027,-0.3724
545,random,OUTCAST LEADER BUILD AUTOMATED CHAOTIC KEY,SEE DENSE TOOL,1,0.2704,-0.2704,1.1326,-0.3673
546,attacker,DORMANT,GUARD SEE CLOCK,1,0.4549,-0.4549,-0.8655,-0.3717
547,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0025,-0.3700
548,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0024,-0.3684
549,random,ACTIVE DOG FALL HEAR WOLF BURN,FALL,1,0.2777,-0.2777,0.0841,-0.3639
550,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0019,-0.3626
551,random,TIME,SPREAD,1,0.2027,-0.2027,0.0266,-0.3546
552,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3538
553,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3530
554,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3523
555,random,CONNECTED WEAPON SPREAD,SPREAD,1,0.2033,-0.2033,0.0361,-0.3448
556,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3445
557,random,DULL ELDER HEAR BROKEN DENSE,CAMERA,0,1.3394,-1.3394,-3.7709,-0.3943
558,random,FIRE MOVE ACTIVE INSECT FALL,SPREAD,1,0.3533,-0.3533,0.0309,-0.3922
559,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0040,-0.3895
560,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0038,-0.3869
561,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0036,-0.3845
562,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0034,-0.3822
563,random,CHAOTIC,PHONE MOVE TRAPPED ELDER MOVE BIRD,1,0.4389,-0.4389,-0.9074,-0.3850
564,random,OUTCAST CROWD FALL GROW FALL SEE,CHAOTIC BOOK,0,1.2965,-1.2965,-7.5894,-0.4306
565,random,ASHAMED,WOMAN FALL,1,0.4478,-0.4478,-0.0471,-0.4315
566,random,SOLDIER,HEAR SMALL CLEAN WOLF,1,0.2702,-0.2702,2.3230,-0.4234
567,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0064,-0.4191
568,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0060,-0.4151
569,random,GUARD,FALL,1,0.2304,-0.2304,0.3738,-0.4059
570,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0050,-0.4025
571,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0048,-0.3993
572,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0045,-0.3962
573,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0043,-0.3933
574,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0041,-0.3906
575,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0039,-0.3880
